Average_Hours_Worked_Per_Week,Monthly_Income,Hourly_Rate,Distance_From_Home,Promotion_gap,Absenteeism,Number_of_Companies_Worked,Job_Level,Years_in_Current_Role,Years_Since_Last_Promotion,Years_at_Company,Workload_index,Project_Count,Work_Life_Balance,Job_Satisfaction,Work_Environment_Satisfaction,Relationship_with_Manager,Total_Satisfaction_Score
46,11759,51,18,0.13333333333333333,3,1,2,14,4,29,2,6,3,5,1,4,10
53,4059,97,47,0.4,2,1,5,1,8,19,0,7,2,1,3,4,8
46,6466,69,13,0.2727272727272727,16,1,3,13,3,10,0,5,4,3,2,2,7
32,6503,62,19,1.75,14,4,4,2,7,3,0,8,3,2,2,2,6
49,13068,80,34,0.5714285714285714,3,1,4,11,8,13,4,3,1,4,1,4,9
35,4227,86,10,0.5,7,4,2,12,2,3,1,8,4,4,2,2,8
34,16488,59,49,1.1428571428571428,0,3,3,12,8,6,0,9,1,2,1,4,7
43,19167,57,11,0.125,4,3,2,6,1,7,4,8,1,3,4,2,9
31,8081,81,36,4.0,12,1,5,10,8,1,0,7,1,1,4,2,7
34,16125,38,41,0.4375,2,3,2,14,7,15,0,9,2,1,2,3,6
38,8570,50,7,0.9,16,2,2,6,9,9,0,6,4,5,1,4,10
49,18573,22,21,0.05,19,4,1,1,1,19,2,8,3,3,2,2,7
55,17241,97,25,0.058823529411764705,19,1,4,3,1,16,0,2,3,3,1,2,6
53,7494,42,19,1.0,15,3,2,10,6,5,2,5,3,1,1,4,6
32,9396,16,9,0.875,7,1,2,9,7,7,0,2,4,3,1,2,6
39,4304,48,7,0.16666666666666666,13,3,2,3,4,23,0,4,1,5,1,1,7
54,6645,74,27,2.0,13,1,3,7,4,1,0,1,3,1,4,1,6
53,19729,66,13,0.2857142857142857,18,3,4,7,6,20,1,3,4,3,4,4,11
54,15968,16,37,0.30434782608695654,16,2,5,11,7,22,0,1,2,1,3,2,6
40,16748,86,17,0.041666666666666664,9,4,5,6,1,23,0,5,4,4,4,1,9
45,8496,99,30,0.5,8,2,5,1,4,7,2,2,3,3,1,2,6
48,3065,67,48,3.0,3,2,4,7,9,2,0,3,1,5,1,3,9
38,17249,68,34,0.5294117647058824,6,1,5,9,9,16,0,2,2,2,2,3,7
49,12205,74,31,0.09090909090909091,2,3,1,14,2,21,1,5,4,1,2,1,4
37,7311,94,31,0.5,4,3,4,8,9,17,0,6,4,5,2,2,9
38,8093,73,45,0.0,14,2,3,10,0,5,3,7,2,3,2,1,6
58,8720,39,13,0.38095238095238093,19,4,4,5,8,20,0,4,2,3,1,4,8
38,11593,52,38,0.2857142857142857,13,1,1,8,6,20,0,6,4,1,2,3,6
50,17455,23,49,0.0,12,4,1,9,0,3,2,1,3,3,3,2,8
39,18754,19,45,0.5,0,1,2,11,7,13,4,6,1,3,3,1,7
36,9508,37,34,0.09090909090909091,14,1,5,1,1,10,4,6,1,2,2,4,8
40,17661,73,20,0.0,19,4,3,6,0,25,4,1,1,1,1,3,5
38,8687,27,42,0.35,10,3,2,2,7,19,3,6,2,5,4,4,13
30,14517,80,45,0.4,16,4,5,6,4,9,4,3,1,2,4,3,9
45,15644,66,38,0.15,15,4,2,10,3,19,4,6,1,4,2,3,9
47,3420,16,1,0.3684210526315789,12,1,3,11,7,18,0,9,3,4,2,3,9
36,7237,42,31,0.18181818181818182,15,2,5,11,2,10,2,9,3,1,1,3,5
46,7183,49,28,0.1111111111111111,3,2,2,6,2,17,0,4,4,2,1,3,6
35,9145,44,26,0.2222222222222222,14,3,5,13,4,17,3,4,2,3,3,4,10
32,9905,31,37,0.8333333333333334,1,2,3,7,5,5,0,9,3,1,3,3,7
32,3479,89,35,0.7272727272727273,6,2,1,5,8,10,3,6,2,3,4,1,8
44,4689,29,6,0.125,3,1,1,4,2,15,0,2,4,5,1,2,8
57,12538,53,34,0.5454545454545454,0,3,4,10,6,10,1,5,4,5,4,2,11
38,7775,25,41,0.36363636363636365,15,4,5,12,4,10,0,4,4,5,3,3,11
32,5324,43,47,0.08,10,1,5,11,2,24,4,4,1,4,4,1,9
43,4658,54,34,1.5,0,2,5,12,9,5,2,2,3,2,4,4,10
54,6251,57,17,0.0,4,4,2,13,0,15,0,1,2,1,1,1,3
46,4095,54,18,0.4117647058823529,15,1,2,10,7,16,0,5,4,4,2,2,8
57,7497,39,8,0.25,17,1,5,1,7,27,2,8,3,5,4,1,10
41,7463,23,3,0.375,19,4,5,14,6,15,0,2,4,2,2,3,7
33,19639,75,30,0.3125,13,3,4,7,5,15,0,8,2,3,1,1,5
40,5919,26,30,1.0,4,1,4,12,7,6,0,2,2,2,1,4,7
30,16556,74,38,0.0625,10,4,4,13,1,15,0,1,1,5,2,2,9
53,8331,73,10,0.14285714285714285,3,2,4,11,2,13,2,8,3,4,3,4,11
53,18183,32,46,0.4,10,3,5,5,4,9,0,3,1,1,2,3,6
45,6599,31,20,0.0,18,2,3,1,0,20,0,5,4,4,3,1,8
44,4833,73,19,0.15789473684210525,6,2,3,4,3,18,2,1,3,5,1,1,7
34,17741,26,8,0.10714285714285714,7,4,5,1,3,27,4,7,1,4,1,2,7
36,6536,57,11,0.06896551724137931,17,4,2,3,2,28,0,4,2,5,1,4,10
50,6059,71,9,0.15789473684210525,12,1,2,10,3,18,4,2,1,5,3,2,10
33,16117,87,22,0.3333333333333333,4,3,5,4,1,2,2,8,3,1,4,4,9
39,11995,26,45,0.037037037037037035,7,4,2,1,1,26,0,3,3,1,4,4,9
48,3898,58,16,0.16666666666666666,11,2,2,3,1,5,2,1,3,5,2,1,8
31,7429,35,19,3.5,19,1,3,9,7,1,0,5,4,1,3,2,6
52,14464,84,7,0.2727272727272727,13,2,4,3,3,10,0,1,4,2,1,3,6
54,17533,91,21,1.5,13,2,5,7,6,3,2,4,3,4,2,1,7
30,14775,29,18,0.08333333333333333,7,2,4,14,1,11,3,3,2,1,1,2,4
42,17849,68,39,0.1111111111111111,3,1,3,2,2,17,1,5,4,5,4,3,12
49,10483,51,38,0.2857142857142857,11,4,3,4,4,13,0,9,1,5,1,4,10
41,13160,65,39,0.2222222222222222,3,4,4,4,4,17,4,1,1,3,4,4,11
46,16753,43,7,0.42105263157894735,18,1,3,4,8,18,4,2,1,3,1,4,8
35,11338,47,43,1.0,14,1,3,11,5,4,0,9,4,5,3,3,11
45,9057,88,22,0.16,12,1,3,1,4,24,0,7,4,4,2,1,7
32,7742,95,48,0.13793103448275862,14,2,2,9,4,28,0,9,3,4,1,3,8
41,11632,60,26,2.0,7,4,5,7,6,2,0,3,4,5,3,4,12
44,6116,43,20,0.09090909090909091,16,4,1,7,2,21,0,4,3,2,2,4,8
50,15388,51,24,0.13333333333333333,4,4,2,9,4,29,4,7,1,3,1,1,5
43,15084,79,49,3.0,14,4,3,11,6,1,0,8,4,4,1,3,8
30,13823,15,2,0.27586206896551724,4,2,5,6,8,28,2,6,3,1,2,3,6
46,15749,44,18,0.46153846153846156,17,2,3,4,6,12,1,4,4,3,2,2,7
56,6373,93,35,0.2,15,2,2,6,4,19,3,3,2,5,2,2,9
31,19282,73,30,0.7142857142857143,11,1,5,5,5,6,3,8,2,4,2,3,9
43,17259,39,11,0.3157894736842105,5,3,5,14,6,18,2,1,3,2,2,3,7
53,15144,15,12,0.19047619047619047,17,4,2,10,4,20,0,9,1,1,4,4,9
39,4063,86,29,0.5294117647058824,4,4,3,2,9,16,3,4,2,4,4,4,12
46,4287,18,33,0.08695652173913043,11,4,1,11,2,22,4,4,1,4,4,2,10
30,19833,86,28,2.3333333333333335,18,2,4,4,7,2,2,7,3,4,4,3,11
49,12833,52,16,0.2,9,4,2,3,4,19,0,4,1,4,2,3,9
48,19644,50,41,0.2222222222222222,9,3,4,10,2,8,0,6,1,5,3,3,11
46,12323,33,41,0.1724137931034483,5,1,5,4,5,28,0,6,4,5,1,3,9
44,11882,68,45,0.09523809523809523,15,4,3,8,2,20,0,4,4,1,4,3,8
57,17214,68,47,0.045454545454545456,3,1,2,4,1,21,0,2,3,4,3,1,8
42,10133,40,37,0.10526315789473684,19,4,2,4,2,18,0,9,3,3,1,1,5
59,14581,82,37,0.5833333333333334,16,2,5,10,7,11,4,5,1,1,3,2,6
54,4666,56,44,0.0,18,1,1,3,0,29,0,3,3,3,2,3,8
35,18327,37,35,0.18181818181818182,18,1,1,8,2,10,3,7,2,5,3,2,10
36,14187,47,27,1.3333333333333333,6,1,4,12,4,2,0,7,1,1,3,2,6
41,6751,43,3,0.5714285714285714,9,1,1,3,8,13,0,6,3,5,4,4,13
58,16331,58,30,0.0,6,2,1,7,0,29,1,2,4,5,4,3,12
33,6138,51,17,1.6,19,1,3,10,8,4,4,8,1,5,4,4,13
35,9371,40,16,0.2,14,4,4,8,6,29,0,4,4,5,3,1,9
58,17530,21,38,2.0,4,3,3,8,4,1,0,8,3,3,3,4,10
41,9987,18,44,1.5,14,3,4,1,9,5,0,7,1,2,2,4,8
52,10531,82,30,0.05555555555555555,11,2,2,5,1,17,0,8,3,3,2,3,8
46,5016,85,28,0.125,12,2,2,4,1,7,0,9,4,5,4,1,10
59,19780,93,33,0.19047619047619047,1,3,4,5,4,20,0,5,3,2,3,4,9
46,6360,94,1,0.3684210526315789,9,3,3,9,7,18,0,6,3,1,3,1,5
54,15039,83,24,0.045454545454545456,15,4,4,7,1,21,1,2,4,3,1,2,6
49,4143,27,31,0.19230769230769232,11,2,5,14,5,25,0,4,4,4,2,2,8
54,5224,57,37,0.037037037037037035,12,1,1,1,1,26,0,6,3,4,1,1,6
51,9202,49,47,0.5,1,4,5,5,2,3,2,5,3,5,1,4,10
59,3637,50,24,0.1724137931034483,1,3,3,6,5,28,0,8,1,2,1,1,4
45,15260,97,7,0.5333333333333333,0,4,4,9,8,14,0,3,1,2,1,4,7
31,9485,69,47,0.3333333333333333,15,2,4,5,3,8,0,5,3,1,4,1,6
38,4462,18,3,0.25,17,4,3,9,7,27,3,4,2,4,1,2,7
52,13178,39,16,0.4,16,4,2,2,4,9,0,1,3,1,2,3,6
48,9802,15,45,0.75,18,3,2,10,6,7,0,2,3,4,3,4,11
52,18414,40,23,0.4,3,2,1,7,6,14,0,6,1,4,2,4,10
31,17191,42,31,0.07692307692307693,7,4,4,3,1,12,2,7,3,5,4,3,12
59,18313,61,21,0.32142857142857145,6,1,3,2,9,27,0,9,1,3,1,3,7
43,9102,74,11,0.125,8,2,4,6,2,15,0,6,4,4,4,1,9
55,16087,95,8,0.30434782608695654,11,3,4,11,7,22,0,2,1,4,1,3,8
32,13993,94,30,0.14285714285714285,15,4,3,10,4,27,4,5,1,5,3,1,9
36,6579,90,33,0.75,12,2,5,6,9,11,0,3,3,1,4,3,8
37,11723,75,11,0.09523809523809523,8,1,2,9,2,20,0,6,1,1,4,4,9
48,14509,95,4,0.6153846153846154,14,1,3,6,8,12,4,3,1,1,2,4,7
48,15311,70,13,0.25,10,2,1,8,2,7,0,5,3,4,2,3,9
46,17705,97,33,2.6666666666666665,18,3,1,4,8,2,0,7,4,1,3,4,8
47,19384,74,34,0.0,19,3,1,2,0,10,4,9,1,2,1,1,4
51,4677,47,48,2.3333333333333335,4,1,3,12,7,2,1,3,4,4,2,1,7
37,7253,94,22,0.18518518518518517,16,1,1,2,5,26,4,2,1,4,3,1,8
43,6327,17,33,0.10526315789473684,9,3,4,10,2,18,3,2,2,1,3,3,7
58,7161,71,34,4.0,11,1,5,12,8,1,0,6,2,3,3,1,7
42,12515,63,7,0.8888888888888888,15,1,4,1,8,8,0,1,2,1,3,3,7
39,6597,43,18,1.5,10,3,2,6,6,3,0,6,2,2,3,1,6
50,9305,57,34,0.0,2,3,1,9,0,16,0,5,3,5,3,3,11
45,4056,68,35,1.4,14,3,2,13,7,4,0,1,2,2,4,3,9
43,6540,62,5,0.0,17,2,5,5,0,10,0,8,4,4,4,1,9
41,14832,70,44,0.3157894736842105,4,2,3,12,6,18,3,9,2,1,1,3,5
46,13777,95,33,0.2608695652173913,15,4,2,4,6,22,0,5,1,2,3,4,9
38,19896,66,37,0.16666666666666666,15,2,4,8,1,5,2,8,3,5,4,4,13
30,14148,91,20,0.875,8,3,1,12,7,7,3,7,2,1,4,1,6
57,9435,26,42,1.6,7,3,3,10,8,4,0,5,2,4,3,3,10
44,18658,26,47,0.0,18,4,2,12,0,7,0,6,1,4,1,3,8
40,19358,26,27,0.034482758620689655,13,2,2,11,1,28,0,8,1,4,2,2,8
45,8121,29,45,1.2,0,3,4,12,6,4,0,4,4,4,4,4,12
59,12433,36,17,0.25,3,3,3,9,2,7,0,2,4,2,1,1,4
50,13834,73,24,0.16666666666666666,7,4,5,13,2,11,0,6,3,4,1,2,7
49,15650,90,2,0.25,3,3,2,10,3,11,0,3,4,2,2,4,8
39,17119,82,29,0.3333333333333333,12,4,1,2,4,11,0,1,2,3,1,3,7
39,9699,74,5,0.5833333333333334,7,4,5,10,7,11,0,5,1,1,2,4,7
57,6116,78,48,0.27586206896551724,7,4,1,3,8,28,3,2,2,2,3,4,9
52,13640,43,8,0.0,11,4,2,6,0,22,0,8,4,1,3,3,7
32,7196,89,28,0.0,17,4,2,11,0,15,0,2,1,5,2,4,11
39,16585,55,21,0.38461538461538464,6,3,5,14,5,12,3,2,2,4,1,2,7
36,16413,76,24,0.0,11,4,5,3,0,4,0,2,4,5,2,4,11
56,8680,15,24,0.5384615384615384,19,4,1,1,7,12,0,7,4,5,2,3,10
58,17046,25,31,0.2857142857142857,8,3,5,12,2,6,4,9,1,1,1,2,4
46,4888,32,9,0.038461538461538464,1,3,1,6,1,25,0,7,4,4,4,2,10
36,10053,54,9,0.0,1,3,2,10,0,7,2,4,3,1,1,3,5
54,19228,43,15,0.2857142857142857,13,2,2,11,4,13,0,2,1,3,3,1,7
57,16444,84,11,0.12,5,1,2,6,3,24,0,8,4,5,3,3,11
36,13946,45,9,0.6153846153846154,19,2,5,10,8,12,1,8,4,3,2,2,7
42,15125,39,10,0.8,14,2,2,4,8,9,1,5,4,3,3,2,8
38,18163,27,7,0.03571428571428571,7,3,1,11,1,27,4,5,1,3,2,4,9
56,10713,87,29,0.21428571428571427,5,4,3,5,3,13,3,9,2,1,2,2,5
35,17798,80,18,0.8333333333333334,11,1,2,1,5,5,1,5,4,3,4,3,10
46,7856,70,11,0.16666666666666666,17,2,3,4,4,23,4,3,1,1,2,2,5
42,8299,83,22,0.25,19,4,5,3,1,3,3,1,2,3,2,2,7
37,16968,39,49,0.5,3,1,1,4,4,7,0,7,2,4,3,1,8
37,4920,35,43,0.75,3,1,2,10,9,11,1,2,4,1,1,4,6
57,8071,59,6,0.2857142857142857,19,3,4,12,4,13,4,5,1,5,3,2,10
38,12696,96,49,0.6666666666666666,11,4,5,3,6,8,2,3,3,2,1,3,6
38,18854,27,17,0.07407407407407407,15,2,1,3,2,26,0,4,3,5,2,3,10
50,3918,29,28,0.25,4,1,5,1,3,11,1,8,4,3,1,3,7
46,11713,98,42,0.20689655172413793,18,4,3,4,6,28,0,5,4,3,2,4,9
59,4460,48,38,0.6363636363636364,10,2,2,7,7,10,0,1,2,2,1,4,7
41,19979,25,10,4.0,8,3,4,13,8,1,0,9,2,2,4,2,8
39,11243,75,6,1.0,19,2,1,14,3,2,4,5,1,2,3,3,8
43,7974,39,16,0.0,18,4,3,6,0,10,0,2,3,1,1,1,3
50,13571,87,14,0.5,5,1,2,14,9,17,0,4,4,1,1,4,6
33,17506,87,4,0.36363636363636365,7,2,4,11,4,10,0,9,4,5,1,2,8
42,19175,46,48,1.8,19,3,3,12,9,4,2,5,3,4,4,3,11
44,12478,56,29,2.6666666666666665,14,1,3,11,8,2,0,7,3,1,2,1,4
36,12613,94,29,0.6,14,1,4,6,3,4,0,9,3,3,1,3,7
44,5005,37,34,0.2,8,3,3,2,4,19,0,5,4,3,3,4,10
55,12168,61,26,0.0,0,3,3,6,0,20,0,4,1,3,4,3,10
49,4661,63,34,1.5,10,3,3,6,6,3,1,2,4,4,1,3,8
34,10825,24,48,0.4,16,4,1,10,6,14,0,5,2,3,2,2,7
36,11292,46,36,0.0,9,1,1,11,0,28,2,7,3,5,4,4,13
48,14901,56,16,4.0,1,3,2,11,8,1,0,4,4,1,2,1,4
53,10761,42,18,0.0,1,2,1,12,0,24,0,4,2,4,4,4,12
46,9081,44,34,0.35,9,2,4,5,7,19,0,7,4,3,3,4,10
43,11726,61,19,0.0,10,1,3,4,0,23,3,8,2,1,3,3,7
42,10682,79,27,0.7,5,2,3,2,7,9,0,6,2,2,2,1,5
33,7178,73,46,0.2,10,2,5,9,1,4,1,3,4,3,1,4,8
42,16743,53,20,0.4444444444444444,3,3,5,8,4,8,2,7,3,2,4,3,9
53,12745,27,23,0.25925925925925924,17,4,5,11,7,26,0,9,2,3,3,2,8
45,8487,56,36,0.5,4,1,5,13,3,5,4,1,1,5,2,1,8
55,19255,86,31,0.2857142857142857,3,1,1,4,2,6,0,8,1,2,3,1,6
49,18084,31,45,0.3,5,1,1,7,3,9,3,6,2,4,3,2,9
33,3448,42,6,0.043478260869565216,5,4,4,14,1,22,0,4,1,4,4,4,12
42,8301,23,49,0.75,5,3,4,4,3,3,4,5,1,3,4,4,11
43,5492,40,13,0.24,3,1,3,10,6,24,2,3,3,1,3,1,5
31,7092,56,33,0.2,2,4,5,11,6,29,2,3,3,3,4,2,9
31,5164,64,20,1.0,0,2,3,9,5,4,0,4,4,2,1,1,4
31,13763,51,45,0.7,8,4,3,8,7,9,0,2,3,4,4,3,11
37,10271,44,20,0.42857142857142855,19,4,5,4,3,6,1,9,4,5,1,3,9
42,16581,27,43,0.034482758620689655,2,4,4,10,1,28,0,8,2,5,1,1,7
46,18230,24,14,1.125,8,1,5,13,9,7,4,4,1,2,1,1,4
44,6545,88,8,0.045454545454545456,19,3,4,10,1,21,2,4,3,3,3,2,8
56,15189,50,19,0.0,19,4,3,7,0,29,0,7,2,5,1,3,9
38,17539,52,40,0.2727272727272727,13,4,4,3,3,10,1,1,4,3,1,2,6
58,19818,28,31,0.12,16,3,3,9,3,24,0,8,1,5,1,4,10
59,19447,85,35,4.5,4,4,2,12,9,1,0,6,4,2,2,4,8
52,3795,89,34,0.6,1,3,5,2,3,4,0,2,3,4,2,3,9
42,6657,68,41,0.29411764705882354,12,4,3,4,5,16,2,5,3,2,4,2,8
43,18329,69,45,2.25,3,1,3,11,9,3,2,8,3,3,2,4,9
32,8479,29,19,0.0,12,4,3,12,0,25,4,5,1,2,1,3,6
55,9105,33,33,0.5,4,2,5,9,8,15,0,9,2,1,3,4,8
44,9210,45,11,1.5,2,2,4,1,9,5,0,2,4,2,2,4,8
32,19493,99,9,0.08695652173913043,10,4,4,7,2,22,3,4,2,2,4,1,7
55,5391,54,38,0.3333333333333333,12,4,2,12,6,17,1,1,4,5,1,2,8
54,3740,27,9,0.0,10,1,5,6,0,28,2,5,3,4,1,3,8
49,18747,31,5,0.06896551724137931,1,2,5,10,2,28,3,2,2,4,3,4,11
52,11250,88,15,0.27586206896551724,0,3,4,1,8,28,1,3,4,4,1,1,6
50,17389,77,25,0.2,3,1,3,3,1,4,1,8,4,4,1,1,6
59,19368,85,31,0.0,6,1,2,2,0,24,0,2,4,2,4,4,10
50,3896,98,20,0.09090909090909091,19,4,3,9,2,21,0,3,1,4,3,4,11
50,18012,90,27,0.125,17,3,2,6,1,7,1,5,4,4,3,2,9
57,17351,47,15,0.0,17,2,5,9,0,18,4,6,1,3,1,1,5
57,8162,58,7,0.2222222222222222,13,2,4,3,6,26,0,8,3,4,4,2,10
54,14632,36,36,0.875,1,3,1,10,7,7,2,2,3,3,1,2,6
42,10817,44,34,0.14285714285714285,14,3,2,6,1,6,0,9,3,3,1,4,8
38,3170,99,44,3.0,8,4,4,5,9,2,0,8,3,1,3,2,6
46,18486,47,49,0.0,0,2,1,4,0,21,1,7,4,5,2,3,10
59,9511,85,35,1.8,10,2,2,13,9,4,0,8,1,4,3,3,10
36,7532,66,43,0.18181818181818182,13,2,1,8,2,10,0,6,2,3,2,1,6
43,7612,66,24,0.35714285714285715,3,3,4,5,5,13,4,4,1,1,1,2,4
47,17092,92,19,0.46153846153846156,16,1,5,8,6,12,4,1,1,3,1,3,7
59,16220,24,20,0.5625,17,2,5,3,9,15,0,5,2,2,2,1,5
51,12706,94,44,0.0,5,4,4,7,0,14,1,6,4,2,4,4,10
47,18429,57,10,0.0,3,4,2,12,0,1,4,7,1,3,1,2,6
38,19043,90,22,0.25,4,2,1,14,1,3,0,2,3,3,2,2,7
45,5412,25,45,0.10526315789473684,1,1,5,14,2,18,0,2,3,3,4,1,8
56,9522,63,44,0.041666666666666664,2,4,2,12,1,23,0,1,3,3,4,4,11
41,11251,34,30,0.3333333333333333,2,2,4,8,6,17,1,6,4,5,2,1,8
39,5462,55,16,0.07142857142857142,5,2,4,2,1,13,0,5,4,4,4,1,9
48,17626,77,34,0.47058823529411764,4,1,1,7,8,16,1,2,4,3,1,4,8
56,19840,83,16,0.0,7,3,4,6,0,15,0,3,1,4,4,4,12
43,11031,95,16,0.034482758620689655,13,2,2,8,1,28,0,4,2,2,1,2,5
39,8439,60,27,2.25,10,3,5,3,9,3,0,1,4,1,2,3,6
43,17013,23,33,0.8571428571428571,1,2,4,8,6,6,0,4,1,1,4,3,8
42,8966,42,45,0.2,16,3,5,12,3,14,3,2,2,3,1,3,7
41,10311,16,32,0.25925925925925924,8,4,3,1,7,26,2,9,3,5,1,1,7
52,15355,23,7,0.6666666666666666,8,4,3,4,2,2,2,1,3,2,2,3,7
41,3139,39,10,0.25,6,2,1,9,2,7,4,9,1,4,3,1,8
46,19085,56,24,1.0,0,2,5,14,2,1,0,5,1,2,4,4,10
59,14219,38,29,1.0,4,2,2,8,4,3,2,5,3,1,2,2,5
48,15790,53,48,0.23529411764705882,16,1,5,2,4,16,0,9,2,3,2,2,7
42,12259,62,9,0.07692307692307693,4,1,4,7,1,12,0,6,3,5,3,1,9
35,15954,81,6,0.0,7,4,5,9,0,21,3,9,2,4,2,2,8
58,16667,40,40,0.6666666666666666,9,2,4,11,2,2,0,5,2,1,4,3,8
51,11986,17,40,0.07692307692307693,13,1,5,5,2,25,3,4,2,4,1,4,9
51,6707,88,38,2.3333333333333335,9,3,2,11,7,2,0,2,1,1,1,3,5
51,14430,36,45,2.0,7,2,3,10,6,2,4,3,1,2,1,3,6
40,14847,46,12,0.21428571428571427,0,3,2,13,6,27,0,5,4,3,3,3,9
46,19244,27,20,0.20833333333333334,3,3,1,3,5,23,4,2,1,3,3,2,8
43,11881,72,31,0.21739130434782608,7,3,5,14,5,22,4,7,1,1,4,1,6
53,7319,88,37,0.07407407407407407,19,1,3,12,2,26,0,9,4,5,4,1,10
42,10767,86,17,0.5294117647058824,7,4,5,5,9,16,0,9,3,4,3,1,8
32,13420,25,8,0.23529411764705882,15,3,5,11,4,16,1,1,4,4,2,4,10
41,7925,18,36,0.25,17,3,1,7,7,27,4,7,1,5,4,2,11
32,7623,93,9,0.42857142857142855,15,3,1,6,9,20,1,9,4,4,3,4,11
36,13656,50,18,0.3684210526315789,9,2,1,4,7,18,4,4,1,2,4,1,7
56,4596,72,41,0.5625,8,3,2,4,9,15,0,6,1,2,3,4,9
30,12058,20,47,0.06666666666666667,16,2,3,12,1,14,0,7,3,1,2,1,4
50,12296,38,26,0.09523809523809523,17,2,2,4,2,20,1,5,4,3,4,4,11
51,15822,46,1,0.8333333333333334,13,4,3,9,5,5,0,1,4,3,1,3,7
43,7906,43,13,1.1428571428571428,4,3,1,8,8,6,3,6,2,1,1,3,5
35,5147,16,27,0.0,2,2,5,7,0,22,0,3,4,1,3,4,8
30,9286,84,16,0.2857142857142857,10,1,4,6,8,27,4,6,1,5,4,4,13
40,19204,81,37,0.041666666666666664,6,4,4,1,1,23,1,9,4,2,3,1,6
40,12195,60,12,4.5,13,1,3,2,9,1,0,9,3,4,4,3,11
59,19031,39,9,0.2962962962962963,13,4,4,10,8,26,4,7,1,1,1,3,5
57,8883,51,20,1.5,16,4,2,8,3,1,4,5,1,5,1,1,7
59,16547,84,22,0.2,18,3,1,2,5,24,0,1,1,4,2,3,9
43,11078,81,44,0.5,5,3,3,11,5,9,0,1,3,1,4,3,8
48,9333,60,18,0.0,7,1,2,4,0,13,2,3,3,3,3,1,7
54,6162,74,31,0.4,7,1,5,6,2,4,0,9,2,5,2,4,11
38,10014,74,49,0.23809523809523808,5,1,3,10,5,20,0,5,3,1,4,1,6
47,17164,98,20,0.45,17,4,3,12,9,19,0,8,3,5,4,1,10
54,10866,98,44,0.16666666666666666,12,3,1,12,3,17,0,6,3,1,2,3,6
53,19473,17,22,0.3333333333333333,3,3,2,6,5,14,0,4,4,3,2,2,7
45,16340,40,3,0.03333333333333333,3,2,4,11,1,29,4,9,1,1,3,1,5
34,18434,73,39,0.041666666666666664,3,4,2,4,1,23,0,7,3,1,2,1,4
33,12368,77,34,0.0,0,2,2,4,0,8,2,1,3,1,3,4,8
59,7593,37,38,0.14285714285714285,14,3,2,9,3,20,3,8,2,2,2,2,6
44,7045,57,34,0.5833333333333334,12,3,5,13,7,11,0,5,3,3,4,4,11
32,11840,68,26,0.2857142857142857,0,3,1,10,8,27,0,9,2,4,2,1,7
55,16502,17,19,0.13043478260869565,5,2,4,4,3,22,0,8,4,5,4,3,12
32,10527,69,34,0.8888888888888888,6,4,2,10,8,8,0,8,4,5,4,2,11
31,15072,26,16,0.7272727272727273,6,3,3,11,8,10,0,6,4,1,1,4,6
30,5729,69,3,0.4,4,1,3,1,6,14,0,8,2,3,2,2,7
37,11933,44,32,0.36363636363636365,14,3,4,6,4,10,0,1,1,5,1,2,8
38,12803,94,11,0.3333333333333333,9,1,2,7,4,11,4,3,1,3,1,2,6
37,7023,65,1,0.2,1,2,1,3,3,14,0,2,2,2,3,1,6
54,5984,16,1,1.2857142857142858,13,1,4,3,9,6,4,9,1,1,2,2,5
58,19872,99,38,0.4090909090909091,11,3,2,1,9,21,0,5,1,4,2,4,10
51,13158,43,49,0.2727272727272727,13,3,1,14,6,21,2,6,3,1,3,3,7
44,9319,81,2,0.2,7,3,2,3,6,29,0,1,4,3,3,3,9
34,16916,43,4,4.0,11,1,5,1,8,1,2,1,3,2,2,3,7
58,11034,66,23,0.38461538461538464,18,1,3,10,5,12,0,2,1,4,1,4,9
58,4679,47,37,2.25,18,3,5,13,9,3,1,2,4,1,2,1,4
45,19669,83,29,0.2,5,1,1,11,2,9,2,8,3,1,1,4,6
42,8932,34,6,0.4,9,2,1,1,4,9,0,4,4,2,3,4,9
54,3659,31,41,0.47058823529411764,0,4,2,9,8,16,3,6,2,2,4,3,9
59,18191,80,25,2.25,8,3,5,10,9,3,0,6,2,5,4,2,11
44,5915,61,5,0.21428571428571427,5,4,2,6,6,27,0,7,4,1,4,4,9
48,10976,20,45,0.6666666666666666,16,1,5,5,4,5,1,6,4,2,3,3,8
52,5155,17,26,0.25,0,2,1,5,4,15,0,4,2,3,1,1,5
55,5312,81,37,0.13636363636363635,10,1,3,4,3,21,0,3,3,3,3,1,7
42,5475,59,46,0.625,7,1,5,4,5,7,1,3,4,5,1,1,7
33,7697,44,4,0.058823529411764705,1,4,2,7,1,16,0,8,4,4,3,1,8
41,18849,62,35,0.23529411764705882,7,2,4,2,4,16,2,6,3,2,3,4,9
31,15706,47,27,0.5,3,4,5,7,6,11,3,9,2,1,4,1,6
45,15156,36,9,0.0,1,4,2,3,0,19,0,3,4,1,2,4,7
50,9019,99,14,1.3333333333333333,14,2,5,11,4,2,0,1,4,5,4,4,13
51,17615,17,24,0.3333333333333333,2,4,3,8,9,26,0,6,1,2,4,2,8
50,13249,61,29,0.0,8,2,2,7,0,3,0,9,3,1,4,4,9
40,10593,65,34,0.25,10,1,3,12,1,3,0,6,3,3,1,3,7
